year,month,Line,n,yearoflaunch,monthoflaunch,name,disabledfriendly,parkingavailable,elevatoravailable,lat,I
2002,12,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2002,12,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2002,12,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2002,12,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2002,12,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2002,12,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,1,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,1,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,1,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,1,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,1,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,1,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,2,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,2,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,2,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,2,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,2,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,2,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,3,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,3,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,3,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,3,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,3,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,3,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,4,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,4,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,4,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,4,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,4,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,4,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,5,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,5,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,5,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,5,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,5,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,5,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,6,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,6,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,6,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,6,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,6,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,6,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,7,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,7,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,7,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,7,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,7,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,7,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,8,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,8,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,8,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,8,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,8,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,8,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,9,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,9,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,9,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,9,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,9,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,9,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,10,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,10,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,10,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,10,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,10,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,10,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,10,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2003,10,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2003,10,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2003,10,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2003,11,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,11,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,11,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,11,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,11,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,11,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2003,11,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2003,11,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2003,11,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2003,11,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2003,12,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2003,12,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2003,12,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2003,12,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2003,12,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2003,12,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,1,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,1,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,1,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,1,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,1,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,1,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,1,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,1,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,1,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,1,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,2,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,2,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,2,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,2,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,2,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,2,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,2,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,2,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,2,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,2,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,3,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,3,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,3,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,3,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,3,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,3,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,3,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,3,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,3,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,3,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,3,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,3,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,3,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,3,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,3,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,3,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,3,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,3,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,4,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,4,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,4,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,4,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,4,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,4,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,4,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,4,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,4,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,4,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,4,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,4,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,4,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,4,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,4,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,4,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,4,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,4,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,5,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,5,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,5,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,5,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,5,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,5,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,5,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,5,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,5,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,5,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,5,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,5,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,5,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,5,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,5,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,5,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,5,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,5,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,6,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,6,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,6,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,6,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,6,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,6,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,6,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,6,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,6,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,6,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,6,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,6,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,6,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,6,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,6,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,6,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,6,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,6,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,7,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,7,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,7,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,7,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,7,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,7,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,7,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,7,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,7,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,7,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,7,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,7,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,7,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,7,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,7,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,7,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,7,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,7,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,8,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,8,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,8,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,8,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,8,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,8,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,8,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,8,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,8,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,8,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,8,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,8,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,8,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,8,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,8,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,8,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,8,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,8,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,9,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,9,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,9,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,9,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,9,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,9,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,9,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,9,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,9,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,9,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,9,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,9,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,9,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,9,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,9,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,9,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,9,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,9,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,10,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,10,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,10,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,10,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,10,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,10,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,10,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,10,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,10,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,10,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,10,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,10,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,10,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,10,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,10,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,10,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,10,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,10,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,11,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,11,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,11,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,11,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,11,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,11,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,11,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,11,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,11,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,11,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,11,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2004,11,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2004,11,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2004,11,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
2004,11,Red Line 1,15,2004,3,PITAMPURA,0,0,1,28.7064662,77.1275854
2004,11,Red Line 1,16,2004,3,ROHINI (EAST),1,1,1,28.7076699,77.12587449999999
2004,11,Red Line 1,17,2004,3,ROHINI (WEST),1,0,1,28.714869,77.115484
2004,11,Red Line 1,18,2004,3,RITHALA,1,1,1,28.6678232,77.212413
2004,12,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2004,12,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2004,12,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2004,12,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2004,12,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2004,12,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2004,12,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2004,12,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2004,12,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2004,12,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2004,12,Yellow Line 2,1,2004,12,VISHWAVIDYALAYA,1,1,1,28.69519,77.21450999999999
2004,12,Yellow Line 2,2,2004,12,VIDHAN SABHA,1,0,1,28.687763,77.221577
2004,12,Yellow Line 2,3,2004,12,CIVIL LINES,1,0,1,28.6828078,77.2222708
2004,12,Yellow Line 2,4,2004,12,KASHMERE GATE,1,1,1,28.66747,77.22824
2005,1,Red Line 1,1,2002,12,SHAHDARA,1,1,1,28.6701119,77.2679481
2005,1,Red Line 1,2,2002,12,WELCOME,1,1,1,28.67179029999999,77.27768089999999
2005,1,Red Line 1,3,2002,12,SEELAMPUR,1,1,1,28.6678232,77.212413
2005,1,Red Line 1,4,2002,12,SHASTRI PARK,1,1,1,28.6678232,77.212413
2005,1,Red Line 1,5,2002,12,KASHMERE GATE,1,1,1,28.6678232,77.212413
2005,1,Red Line 1,6,2002,12,TIS HAZARI,1,1,1,28.6677524,77.21305630000001
2005,1,Red Line 1,7,2003,10,PULBANGASH,1,1,1,28.666398,77.2073716
2005,1,Red Line 1,8,2003,10,PRATAP NAGAR,1,1,1,28.666615,77.19888259999999
2005,1,Red Line 1,9,2003,10,SHASTRI NAGAR,1,1,1,28.6704313,77.1795848
2005,1,Red Line 1,10,2003,10,INDER LOK,1,1,1,28.673571,77.17029599999999
2005,1,Red Line 1,11,2004,3,KANHAIYA NAGAR ,1,1,1,28.681989,77.16510099999999
2005,1,Red Line 1,12,2004,3,KESHAVPURAM,1,1,1,28.691041,77.16045769999999
2005,1,Red Line 1,13,2004,3,NETAJI SUBHASH PLACE,1,1,1,28.6960458,77.15263039999999
2005,1,Red Line 1,14,2004,3,KOHAT ENCLAVE,1,1,1,28.6979869,77.14046929999999
